"","ID.Title","job_total","joboverviewoverview_total"
"job70","825219	senior manager customer analytics vudu sunnyvale ca""","Bachelor’s degree in Statistics, Mathematics, Economics, Marketing, or related field and 5 years of experience in data analytics or related field OR 10 years of experience in data analytics or related field.Experience with predictive modeling, segmentation and data dimension reduction tools Understanding of various regression techniques, including cluster and factor analyses Proven track record of leveraging data to drive business impact and performance Demonstrated ability to use data to influence decision making. 2 years of experience in web analytics2 years of experience in marketing or campaign analytics2 years in a direct-to-consumer Internet or eCommerce business3 years of experience using a business intelligence (BI) tool (for example, Tableau) to create a report to specifications.Proficiency in advanced SQL, Excel, and PowerPoint","    Analyzes and interprets integrated information to improve business efficiency and effectivenessDrives the execution of multiple business plans and projectsEnsures business needs are being metExecutes strategies, processes, and projects for Vudu customer insightsProvides data-based insights for strategy  "
"job71","936492	temporary specialist iv bentonville ar""","Fluent in both written and spoken French (Canadian).Fluent in both written  and spoken SpanishExcellent customer service skills","    Completes work assignments and prioritiesComplies with company policies, procedures, and standards of ethics and integrityContributing to quality controlProvides customer serviceSupports document processing and data management "
"job72","943232	product manager grocery analytics san bruno ca""","• 5+ years of experience doing quantitative analysis for a technology company• Fluency in SQL, as well as an understanding of statistical analysis, and common pitfalls of data analysis• Data visualization skills in Tableau or similar tool• A self-starter: Can drive projects with minimal guidance• Strong communicator: You effectively synthesize, visualize, and communicate your ideas to others• Bachelor’s degree in Computer Science, Business Administration, Information Systems, or related field and 5 years experience in product management, business consulting, or related field","    Walmart.com's new leadership are driving for data driven decision making across the entire organization. To support this transformation, we have built a world-class Product Analytics group within the Product Management team. All the pieces are in place to drive an explosion in the volume of experiments we run to inform business decisions. We are looking for a rock star analyst with the passion and ingenuity to help design and drive meaningful improvements and optimizations for the checkout experience. If you enjoy using data-driven insights to drive transformational change in a fast-paced, results-oriented, customer-focused environment, you should come join the best analytics team in the Bay Area!<U+25CF>	Provide analytical support to Product Managers<U+25CF>	Create effective reporting and dashboards<U+25CF>	Ensure accuracy of data capture strategy<U+25CF>	Provide and supports the implementation of product solutions<U+25CF>	Provide data driven insights and deliver recommendations that address opportunities for product improvements  "
"job73","837180	manager business analytics insights san bruno ca""","Minimum Qualifications- Bachelor’s degree in a quantitative field (e.g. Business, economics, computer science, engineering, Data Science, Statistics etc.)- 4-6 years professional experience, preferably in retail, eCommerce or a related field - Demonstrated experience in deep data analysis, including insights development and communication to senior leadership- Proficient in SQL, Python, Tableau, Teradata and Excel skills- Demonstrated ability to transform business requirements to specific analytical reports and tool- Attention to detail and a strong self-starter- Good Power Point Skills","    Assists business partnersCreates effective reporting and dashboardsDemonstrates up-to-date expertise in Site Analytics and applies this to the development, execution, and improvement of action plansEnsures accuracy of data capture strategyModels compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityProvides and supports the implementation of business solutionsProvides data driven business insights and delivers recommendations that address opportunities for site improvements "
"job74","922104	associate manager new customer propositions ecomm ops san bruno ca""","2-3 years of professional experience including project management, data/reporting, and/or presentation development• Based in San Bruno office location","    • Coordinate, track and report on all projects at various stages in the pipeline• Monitor project progress to ensure the phases are advancing in line with the defined frameworks• Review and analyze data to ensure accuracy, completeness and to share actionable insights• Responsible to ensure the various daily, weekly, monthly and adhoc reports are produced and disseminated timely and in high quality• Coordinate and direct data reporting work of fulltime on-site contract worker• Develop quality and effective presentation decks for use at various senior leadership meetings• Additional project management functions as may be required,  including competitor research  "
"job75","947800	principal software engineer database devops carlsbad ca""","•	5 plus years of software development and/or DevOps experience required•	Scripting languages (Python, Ruby, or similar scripting languages)•	Deployment automation tools (Chef, Docker, Kubernetes, etc.)•	Configuration management tools (Ansible, Chef, etc.)•	GitHub or a similar version control tools•	RDBMS technologies (Oracle, MySQL, SQL Server, or similar)•	Bachelor's degree in computer science or related field","    We have an opening for a Principal Software Engineer on our Database DevOps Engineering team. This team is responsible for building the database automation tools that drive e-commerce for the world’s largest retailer. We are a progressive technology group working in an agile environment that are looking for technologists who want to solve complex, high-scale business problems.You will be designing, developing, and maintaining software and systems that automate the database lifecycle for the databases that that drive our e-commerce applications. We are looking for an engineer who believes in delivering solid, robust solutions with a sense of ownership.Responsibilities include:•	Developing database frameworks and tools to automate the deployment and maintenance of our databases•	Building high-quality, high performing software and systems using the latest software engineering best practices•	Creating automated tests and continuous integration•	Working in a small, collaborative agile teams and participating in Scrum ceremonies. •	Working with the product owner to refine requirements and user stories•	Contributing the on-going support of our platform. #LI-SH2  "
"job76","950082	director product management product partnerships growth san bruno ca""","Candidates will have experience in product management, designing, developing, and managing the rollout of products in the ad-tech and/or digital marketing category. The ideal candidate will also have the following attributes:• BA or BS degree in Business, Marketing, Advertising or related field• 7+ years in product management, finance, business development and/or partner management• Demonstrated ability to own projects, think big and influence across all levels of an organization• Solid understanding of the digital advertising ecosystem• Experience in gathering and transforming business needs into product requirements and developing actionable and measurable programs• Strong written and verbal communication skills• Experience managing cross-functional programs","    This is a new role for the company.  The ideal candidate will play a pivotal role conceptualizing, executing and measuring growth programs for the organizations key products:  WMX and WPA.  In addition, this role will manage all key product partnerships with some of the industry’s leading platforms, including Google, Appnexus, Criteo and others. If you’re excited about leveraging Walmart’s audience data to design, develop and manage the next wave of innovative, data driven ad products - this will be an exciting career move for you. To be successful in this role you will need to be a data driven innovator, influencer, problem solver and great communicator.You will be part of a dynamic team comprised of dynamic strategic thinkers and proven executors. You will define and design our overall product strategy and management processes.  You will wear many hats and lead across functional teams, technologies, ad products, and retail categories, which makes this role both challenging and exciting.This is a new role for the company.  The ideal candidate will play a pivotal role conceptualizing, executing and measuring growth programs for the organizations key products:  WMX and WPA.  In addition, this role will manage all key product partnerships with some of the industry’s leading platforms, including Google, Appnexus, Criteo and others. If you’re excited about leveraging Walmart’s audience data to design, develop and manage the next wave of innovative, data driven ad products - this will be an exciting career move for you. To be successful in this role you will need to be a data driven innovator, influencer, problem solver and great communicator.  "
"job77","834624	senior manager site analytics san bruno ca""","• Bachelor's degree and 9+ years in relevant site analytics / A/B testing strategy-execution / site merchandising experience or Master’s degree in a quantitative field like engineering / statistics / math / physics / computer science / information technology• 3+ years in relevant site analytics / A/B Testt strategy-execution  / site merchandising experience.• Minimum 3 years’ experience in a quantitative or analytical role within ecommerce, consumer or marketing analytics.#LI-JN1• Advanced SQL & experience with working on large multidimensional datasets• Curiosity, humility and willingness to learn and work in teams• Proficiency in Excel and Power Point• .HQL, Spark experience","    Develops and drives data driven site strategies and tactical execution plans that optimize the customer experienceDrives relationships with third party partnersDrives the execution of multiple business plans and projects for Site OperationsEnsures business needs are being metEnsures search and naviation data quality for current and future business needsPromotes and supports company policies, procedures, mission, values, and standards of ethics and integrityProvides supervision and development opportunities for associates#LI-JN1  "
"job78","885370	analyst ii analytics forensics audit finance bentonville ar""","Bachelor s degree in Information Technology, Computer Science, Business, or related field and 3 years  experience in information technology, audit, analytics, economics or related field OR 5 years  experience in information technology, accounting, analytics, economics, or related field OR Master's degree in Information Technology, Computer Science, Business or related field and 1 year s experience in information technology, accounting, analytics, economics, or related field.","    Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansDemonstrates up-to-date expertise in Global Analytics and forensics and applies this to the development, execution, and improvement of action plansDevelops analytical models to drive analytic insightsLeads small and manages some large data analytics project teamsManages the continuous improvement of data science and analyticsModels compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityPresents data insights and recommendations to key stakeholdersProvides and supports the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying business needs; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing on improvement opportunities; and adapting to competing demands, organizational changes, and new responsibilities. "
"job79","858618	principal platform engineer predictive analytics platform sunnyvale ca""","• BS or MS degree in Computer Science or a related technical field• 10+ years of experience developing scalable, high performing services and applications• Strong experience of the Java programming language, RDBMS, and NoSQL.• Strong development skills around Spark, Hadoop, Hive, Pig, HBase, Cassandra, Map Reduce• Expert knowledge of J2EE and Web service technologies• Expert knowledge of design, implement, and consume RESTful APIs • Expertise in object-oriented design and implementation, developing high-performance, reusable components• Experience in multi-cloud production environment deployment and maintenance• Strong experience in debugging, performance tuning and optimization for scalability and high availability• Experience in building highly scalable, high performing and robust Java applications• Ability to rapidly create functional prototypes• Understand SDLC, use of SCM and continuous integration tools• Strong customer focus and obsession with quality","    As a Principal Software Engineer, you will have the opportunity to work closely with our data scientists, business partners and systems engineers to drive the definition and implementation of the next generation of applications and analytics tools for our predictive intelligence platform. We are focused on teamwork, technology, and most importantly the customer. From using traditional web applications to visualization tools to mobile to enable data scientists and business users get actionable insights into extreme data, there are a lot of exciting opportunities! Position Description• Develop real time predictive analysis tools and backend platform• Enable data scientists, business and product partners to fully leverage our predictive analytics platform for very large volumes of data• Demonstrate and clearly articulate reasoning for design and implementation choices• Demonstrate willingness to take feedback and adapt solutions where appropriate• Interact with other team members to incorporate their innovations and vice versa• Participate in design and code reviews• Demonstrate up-to-date expertise in Software Engineering and apply this to the development, execution, and improvement of action plans• Lead and participate in medium- to large-scale projects• Be the consummate team player with a demonstrable ability to learn quickly. Amazing ability to get stuff done.#LI-JC1  "
"job80","827398	staff platform engineer predictive analytics platform sunnyvale ca""","• 10+ years of experience developing scalable, high performing services and applications• Strong experience of the Java programming language, RDBMS, and NoSQL.• Expert knowledge of J2EE and Web service technologies• Expert knowledge of design, implement, and consume RESTful APIs • Expertise in object-oriented design and implementation, developing high-performance, reusable components• Experience in multi-cloud production environment deployment and maintenance• Strong experience in debugging, performance tuning and optimization for scalability and high availability• Ability to rapidly create functional prototypes• Understand SDLC, use of SCM and continuous integration tools• Strong customer focus and obsession with quality","    As a Staff Software Engineer, you will have the opportunity to work closely with our data scientists, business partners and systems engineers to drive the definition and implementation of the next generation of applications and analytics tools for our predictive intelligence platform. We are focused on teamwork, technology, and most importantly the customer. From using traditional web applications to visualization tools to mobile to enable data scientists and business users get actionable insights into extreme data, there are a lot of exciting opportunities! • Develop realtime predictive analysis tools and backend platform• Enable data scientists, business and product partners to fully leverage our predictive analytics platform for very large volumes of data• Demonstrate and clearly articulate reasoning for design and implementation choices• Demonstrate willingness to take feedback and adapt solutions where appropriate• Interact with other team members to incorporate their innovations and vice versa• Participate in design and code reviews• Demonstrate up-to-date expertise in Software Engineering and apply this to the development, execution, and improvement of action plans• Lead and participate in medium- to large-scale projects• Be the consummate team player with a demonstrable ability to learn quickly. Amazing ability to get stuff done.#LI-JC1  "
"job81","943063	temporary cash application specialist bentonville ar""",NA,"    Contributing to quality control by reviewing documentation for accuracy and adherence to Walmart business rules; notifying management of qualityissues or concerns; identifying data trends and system and process issues and communicates to stakeholders; performing in-depth research toresolve process issues; sharing process improvement suggestions; performing quality checks of documents processed; identifying andcommunicating causes, solutions and data trends to multiple departments.Provides customer service by responding to and resolving customer disputes and ad-hoc questions requiring moderate to highly complex research;collaborating with customers to escalate inquiries and provide status updates and guidance to management; communicating with customers viaverbal and written communication; negotiating resolution of disputes; preparing and providing data for customers; educating business partners onbest practices to drive compliance across the business; and supporting special projects involving research and review of data.Supports document processing and data management by validating data for issue resolution by using in-depth analytics reviews across multiplesystems; calculating and entering transactions that affect financial statements; completing complex research to obtain reimbursement or recoupmentof funds; conducting legal and compliance research and contract vetting; reviewing and researching general ledger, financial statements, andtransactional system inputs to identify and resolve transaction discrepancies; analyzing current month posting activity to establish proper cutoffs foraccounting period closes; conducting root cause analysis and research to identify causes for issues presented by customers or control procedures(for example, Sarbenes Oxley Compliance, audit, business process procedures).Complies with company policies, procedures, and standards of ethics and integrity by implementing related action plans; using the Open Door Policy;and applying these in executing business processes and practices.Completes work assignments and priorities by using policies, data, and resources; collaborating with managers, co-workers, customers, and otherbusiness partners; identifying priorities, deadlines, and expectations; carrying out tasks; communicating progress and information; determining andrecommending ways to address improvement opportunities; and adapting to and learning from change, difficulties, and feedback.  "
"job82","930891	temporary specialist iv global business services bentonville ar""",NA,"    Contributing to quality control by reviewing documentation for accuracy and adherence to Walmart business rules; notifying management of qualityissues or concerns; identifying data trends and system and process issues and communicates to stakeholders; performing in-depth research toresolve process issues; sharing process improvement suggestions; performing quality checks of documents processed; identifying andcommunicating causes, solutions and data trends to multiple departments.Provides customer service by responding to and resolving customer disputes and ad-hoc questions requiring moderate to highly complex research;collaborating with customers to escalate inquiries and provide status updates and guidance to management; communicating with customers viaverbal and written communication; negotiating resolution of disputes; preparing and providing data for customers; educating business partners onbest practices to drive compliance across the business; and supporting special projects involving research and review of data.Supports document processing and data management by validating data for issue resolution by using in-depth analytics reviews across multiplesystems; calculating and entering transactions that affect financial statements; completing complex research to obtain reimbursement or recoupmentof funds; conducting legal and compliance research and contract vetting; reviewing and researching general ledger, financial statements, andtransactional system inputs to identify and resolve transaction discrepancies; analyzing current month posting activity to establish proper cutoffs foraccounting period closes; conducting root cause analysis and research to identify causes for issues presented by customers or control procedures(for example, Sarbenes Oxley Compliance, audit, business process procedures).Complies with company policies, procedures, and standards of ethics and integrity by implementing related action plans; using the Open Door Policy;and applying these in executing business processes and practices.Completes work assignments and priorities by using policies, data, and resources; collaborating with managers, co-workers, customers, and otherbusiness partners; identifying priorities, deadlines, and expectations; carrying out tasks; communicating progress and information; determining andrecommending ways to address improvement opportunities; and adapting to and learning from change, difficulties, and feedback.  "
"job83","884132	senior manager category analytics home san bruno ca"""," Bachelor’s degree in Computer Science, Business Administration, Information Systems, or related field and 5 years experience in product management, business consulting, or related field .","    The Manager/SeniorManager, Category Analytics is responsible for providing strategic and analytic support for the Home vertical. Your ultimate goal is to use data and analyses to uncover problems and inform critical business decisionsChallenges you’ll be tackling:This Individual will be tacking problems in the areas of profitability, assortment, pricing, and Supply chain (among others) as it relates to the categories. Responsibilities:• Provide business intelligence and reporting in the areas of retail, marketing and customer analytics. Specifically:o Evaluate and define metrics and frameworkso Understand root causes of changes in metrics and communicate insights effectivelyo Identify levers to move key metricso Build and automate dashboards and reports• Conduct in depth research and provide quantitative analysis to evaluate new projects and  business opportunities• Collabroate with category owners and leaders to uncover challenges and turn them into data driven solutions• Work with the larger data science and core analytics team to inform and develop solutions to improve internal workflows and tooling• Mentor and train category specialists and managers to use data and tools to improve their business performanceHow you’ll know it’s right:- If you want to shape the future of e-commerce by working with one of the richest data sets in the world- If you can drive results and solve problems in fun and creative ways…- If you want to be a part of one of the fastest growing e-commerce companies around where the only constant is change.  "
"job84","884135	senior manager category analytics entertainment san bruno ca"""," Bachelor’s degree in Computer Science, Business Administration, Information Systems, or related field and 5 years experience in product management, business consulting, or related field .","    Senior Manager, Category Analytics - Entertainment is responsible for providing strategic and analytic support for the Entertainment vertical. Your ultimate goal is to use data and analyses to uncover problems and inform critical business decisionsChallenges you’ll be tackling:This Individual will be tacking problems in the areas of profitability, assortment, pricing, and Supply chain (among others) as it relates to the categories. Responsibilities:• Provide business intelligence and reporting in the areas of retail, marketing and customer analytics. Specifically:• Evaluate and define metrics and frameworks• Understand root causes of changes in metrics and communicate insights effectively•Identify levers to move key metrics• Build and automate dashboards and reports• Conduct in depth research and provide quantitative analysis to evaluate new projects and business opportunities• Collabroate with category owners and leaders to uncover challenges and turn them into data driven solutions• Work with the larger data science and core analytics team to inform and develop solutions to improve internal workflows and tooling• Mentor and train category specialists and managers to use data and tools to improve their business performanceHow you’ll know it’s right:• If you want to shape the future of e-commerce by working with one of the richest data sets in the world• If you can drive results and solve problems in fun and creative ways…• If you want to be a part of one of the fastest growing e-commerce companies around where the only constant is change.  "
"job85","934776	compensation analyst hr bentonville ar""","Bachelor s degree in Finance, Human Resources, Business or related field OR 2 years experience in compensation, finance, human resources, or related field.","    Manages small-scope projects (for example, quick turnaround, low risk projects) by ensuring understanding of scope of work; benchmarking with industry experts; establishing timelines and deliverables; analyzing, planning, and implementing project initiatives; taking corrective action; and reporting results and deliverables to supervisors and stakeholders to achieve desired results. Manages the day-to-day execution of compensation market analysis to assess current total remuneration levels by serving as primary contact formarket analysis; conducting analyses to support the selection of benchmark companies; ensuring accuracy of data submission kits; conducting preliminary reviews of market data information to ensure accuracy and representation of market industry mix; and presenting findings to senior management for final review and approval.Analyzes and interprets information for one or more project work streams by using various analytical methodologies; developing solutions within business areas that meet business goals; using judgment to assess what activities must be done; and ensuring data accuracy to improve business efficiency. Provides and supports the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying business needs; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing on improvement opportunities; and adapting to competing demands, organizational changes, and new responsibilities.  "
"job86","904202	associate product manager san bruno ca""","• Bachelor's degree in Business Administration, Computer Science, or Mathematics,• 2 year experience in Product management, Management Consulting, or related field • Passion for data quality, with advanced skills in Excel and SQL• Proactive problem solver who operates effectively and independently, even in areas of uncertainty and ambiguity• You are intellectually curious, technically savvy, and maintain a sense of humor and humility","    Company Summary: Walmart Global e-commerce incubates next-gen eCommerce solutions in real-time. We integrate online, physical, and mobile shopping experiences for millions of customers around the globe. How do we do it? We continuously build and invest in new technology including open source tools and big data innovations. Data scientists, front and back-end engineers, product managers, and the web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and bring revolutionary ideas to life in a dynamic, flexible and fun work culture.Project Summary: Walmart.com’s ecommerce business is growing fast and so is the assortment. Inventory management is key to building a profitable and scalable business. This position is within the Supply Chain organization. This team manages critical products to enable efficiencies in forecasting demand, purchasing to that demand, and managing the physical Supply Chain. We are looking for a rock star product manager with the passion for data driven insights, and ingenuity to help design and drive meaningful improvements and optimizations for these supply chain products. Title: Associate Product Manager -  Data Science - Machine LearningRole:  904202BR- US100010660 Associate Product Manager-WEC(GEC5115)Location: San Bruno, CA 94086Organization: Global eCommerceDepartment: Supply Chain & LogisticsManager's Ideal Candidate Must-Haves• Ability to understand technology and software, and can speak the language of data scientists - to drive richer insights from modeling.• Advanced degree in engineering or business• Familiarity with Tableau, or similar visualization tool• Familiarity with statistical modeling methodologies• Familiarity with computation and data analysis tools such as R, Python, and HIVE• Data Science - Machine Learning experience is highly desired Position/Project Summary• You will learn the art and science of PM at unsurpassed scale with the largest retailer on the planet. At the same time, you will get exposure to all aspects of the lifecycle that powers a multi-billion dollar business. Your involvement will include but not be limited to - • Translate strategic priorities into a product roadmap and detailed product specifications • Drive feature definition, planning and development efforts across technical teams with clarity and conviction• Collaborate with the data science teams to drive richer insights from modeling • Define user stories that ‘bridge the divide’ between product and user needs• Develop metrics to monitor and quantify the impact of new products that you launch• Serve as an internal and external evangelist for your product  "
"job87","874264	senior manager partnership analytics reporting san bruno ca""","Bachelor s degree in Statistics, Information Systems, Industrial Engineering, Economics, or related field and 3 years of experience in data analytics or related field OR 5 years of experience in data analytics or related field OR Master's degree in Statistics, Information Systems, Industrial Engineering, Economics, or related field and 1 year experience in data analytics or related field.","    Analyzes and interprets integrated information to improve business efficiency and effectivenessDrives the execution of multiple business plans and projectsEnsures business needs are being metExecutes strategies, processes, and projects for Global Customer InsightsPromotes and supports company policies, procedures, mission, values, and standards of ethics and integrityProvides data-based insights for strategy with Insights PartnersProvides supervision and development opportunities for associates "
"job88","894750	senior software engineer java node js sunnyvale ca""","• Bachelor’s degree in computer science or related discipline• Strong development experience with the Java stack including Spring/SpringBoot • Strong development experience with HTTP/RESTful APIs, Microservices• Strong experience working with NoSQL databases like Cassandra, Solr, MongoDb• Experience working with Apache Kafka based applications• Experience building dynamic JavaScript-based web applications - Javascript, HTML,CSS, LESS/SASS,React/Angular experience• Experience working in an environment leveraging remote communication and collaboration tools (e.g. HipChat, Slack, video conferencing, wikis, GitHub, etc.).• Have a strong bias for making things happen and love the team aspect of product development.#LI-EM1","    The Retail Core Technology team of engineers, data scientists and product leaders are responsible for the analytics, tools and platforms to support our merchandizing strategies including competitive intelligence, algorithmic pricing, product catalog, marketplace and product search.The Solutions team is looking for a Sr. Software Engineer with 5+ years of Java, REST services as well as experience with JavaScript, specifically Node JS. This team works across all platforms like catalog, pricing, data, and search.  "
"job89","880158	full stack staff software engineer behavioral telemetry sunnyvale ca""","- Strong JavaScript skills- Strong skills in at least a few other languages, ideally including Go and Java- Deep understanding of HTTP semantics- Data modelling experience, both structured and unstructured- Excellent communication and collaboration skills","    Walmart's User Telemetry team needs help improving and extending our in-house web and mobile data capture, management, and distribution capabilities.  From browser and native app instrumentation to high-volume datastream processing to self-service tooling, the technology we develop and employ delivers vital information to hundreds of teams across the company.#LI-WW1  "
"job90","921595	project manager workforce management temporary bentonville ar""","Minimum QualificationsBachelor’s degree in Business, Mathematics, Engineering, or related field OR 4 years’ experience in business, mathematics, engineering or relatedfield.Additional requirements: Desired applicant would have experience within Analytics and report development for field based operations and HO audiences and have a working knowledge of Altryx and Tableau","    Develops tools and systems interfaces by certifying and validating mechanisms for field facing projects; Facilitating build-out of metrics and reporting for projects; manipulating data for validation; Measuring and reporting on metrics; Creating multiple versions for deep-dive access for the business;Developing tools that tell the story and drive business decisions; Developing high-level views for senior leadership; Creating feedback loops from field project teams to enable correction of errors (COE's) and issue resolution.Analyze business needs by developing metrics for all field and Home Office facing projects; Validating data sources and data outputs; Identifying potential changes in the business and initiatives; Developing strategic planning models; Partnering with business and project owners on decisions;Responding to requests from the business (for example, business updates); Utilizing multiple analytical methods to solve business issues; Proactively identifying new tools and technology for reporting.  "
"job91","945981	associate product manager pickup analytics san bruno ca""","Minimum Qualifications  Bachelor's degree in Business Administration, Computer Science, Engineering, or related field and 2 years experience in eCommerce product management, management consulting, or related field OR 6 years experience in eCommerce product management, management consulting, or related field.<U+25CF> Minimum of 2 years’ experience in a quantitative field<U+25CF> Demonstrated ability to transform requirements to specific analytical reports and tools<U+25CF> Knowledge of SQL, HIVE, Tableau","    The Associate Product Manager role will include but not be limited to: <U+25CF> Provides analytical support to Product Managers<U+25CF> Creates effective reporting and dashboards<U+25CF> Ensures accuracy of data capture strategy<U+25CF> Provides and supports the implementation of product solutions<U+25CF> Provides data driven insights and delivers recommendations that address opportunities for product improvements<U+25CF> This role will involve analytical modeling, root cause analysis, investigation and collaboration with the business partners as well as building analytical structure and frameworkDemonstrates up-to-date expertise in Product Management and applies this to the development, execution, and improvement of action plansDrives the product discovery process for small defined projectsModels compliance with company policies and procedures and supports company mission, values, and standards of ethics and integritySupports product implementation and deployment for small defined projects "
"job92","809763	supply chain associate san bruno ca""","• 1+ years of experience in supply chain operations or related field• Proficient in MS excel and SQL• Strong problem-solving skills• Strong written and verbal communication skills• Ability to analyze data and present findings• Bachelor’s degree in supply chain, business, engineering, mathematics, operations research, statistics, or STEM related fields","    The Walmart.com Supply Chain Operations team is looking for individuals who can thrive in a dynamic environment, demonstrate innovative thinking, analyze data and insights at scale, and above all else think every day about how to best meet the needs of our customers. The Analyst - Capacity & Flow role sits under the broader Replenishment and Flow team and is responsible for helping to manage systems and processes for driving optimal allocation of inventory across our fulfillment network to maintain in-stock levels and improve our customer experience. This person will drive the daily and weekly management of levers in our allocation system and monitor execution to our allocation strategies, identifying opportunities for process improvement or system enhancements where appropriate. The successful candidate will have a mix of business and data analysis experience, and have the ability to work well with cross functional partners including the following: Supports the business by actively defining, managing, and improving our capacity and flow networks with a goal of enabling the facility teams to hit their budgeted CPU deliverables.• Support & execute network capacity plan through in-depth data analysis in accordance with facility capacity/layout and operational constraints• Analyze inventory data to support improvement opportunities to increase item setup and allocation accuracy• Build reporting to monitor execution of order volumes as they allocate across the buildings and partners with cross-functional teams to communicate risks to the business.• Drives the development and improvement of new and existing operational tools, reports, and dashboards to monitor the health of the network and identify opportunities for improvement.• Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrity.#LI-KA2  "
"job93","941423	temporary cad specialist bentonville ar""","Experience using AutoCAD, JDA Floorplanning or other building design software.","    Compensation: 15.63 per hourSchedule: Mon- Fri 8a-5pAssignment Length: Min through February 2018Modifies and updates data in store merchandise CAD plans. Ensures drawing accuracy of store layout designs.Interprets design directions and applies to specific store layouts and conditions. Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrity.  "
"job94","931000	2018 summer internship human resources selection assessment bentonville ar""","Completed at least the first year of course work in a Ph.D. program in I/O Psychology or closely-related field.Knowledge:  At least one completed graduate-level course in employee selection. Must have current knowledge of basic I-O methods, legal principles and guidelines with a strong focus on selection, assessment, job analysis, test development, test validation, and psychometrics.Skills:  Interpersonal skills, technical proficiency, problem solving/analytical skills, statistical analysis.Abilities:  Skills and desire to work on assessment and selection projects, including working with large databases in SPSS and Excel.","    Walmart’s project-based internships allow you to take classroom learning and apply it in a high impact manner. No matter which team you work in, you will be trusted with a critical project and will serve as an integral part of a team responsible for the completion and success of that project.Walmart is always striving to be better and do better. As an intern you become part of this initiative. You will directly and indirectly support Walmart’s sustainability goals, the commitment to bring low prices to our customers on a daily basis, and the community betterment projects in which Walmart is engaged. You come thinking you will be working for a company and you leave knowing you worked for a cause.As a HR Intern you will assist the selection team consultants by performing activities to support the development, validation, and implementation of various selection and assessment solutions.  Typical activities include research, technical documentation, job analysis, cleaning, merging, and analyzing data using Excel and SPSS, Duties and ResponsibilitiesPrimary focus will be on selection and assessment, validation, technical reporting, and SPSS-based analysesData Analysis:  Performing data analyses using SPSS and Excel, including descriptive statistics, correlation, item analysis, adverse impact analyses, and regression analysis.Assessment Development:  Create and revise tools and documentation (data collection forms, competency models, technical reports, validation results, etc.). Selection tools may include situational judgment, personality, biodata, cognitive, and physical ability testsAssessment Validation:  Designing, implementing, and analyzing the results of criterion-related and content validity studies. Writing and revising technical documentation and reports.  "
"job95","935067	senior ios engineer sunnyvale ca""","• BS degree in Computer Science or related field• Software development experience in Java• Experience with Android application development using Android SDK• Experience designing REST APIs and consuming RESTful services• Familiarity with Android Studio and GIT• Excellent problem solving, critical thinking and communication skills.","    We are a nimble team and we operate like a startup in a large company. We control our product roadmap and development cycles. Most of us have worked at startups before. We are product focused and expect our fellow engineers to be involved in all parts of the product development from product requirements and design to implementation and testing.We are data-driven. We constantly improve our products based on user data and feedback. Moreover, we experiment with new features and technologies and scale successful products rapidly. Our work includes challenges in the areas of security, geolocation, payments, scalability and architecture.• Design and implement sophisticated features in Walmart Grocery Android applications• Work closely with product and design teams to optimize the experience for the Android platform• Analyze and optimize Android applications• Experiment with new technologies and features and build quick prototypes#LI-JB1  "
"job96","920751	senior manager cost analytics san bruno ca""","• 6+ years of experience, of which 3+ years of experience in a top tier management consulting firm• Graduate degree in MBA, Statistics, Math, or Economics• Strong analytical skills – creative problem solver that can run analyses on large data sets, build complex analytical models using sources of information from disparate sources and deliver comprehensive, balanced & actionable analysis• Strong oral and written communication skills – including the ability to develop and deliver presentations in a professional and direct mannerExpert in Microsoft Excel and PowerPoint","    The Senior Business Manager – Cost Analytics, is a member of the Global Cost Analytics Team, and will lead the execution of vendor negotiation and vendor management strategies for WMT eCommerce and WMT INTL. She / he will conduct complex analyses on large data sets to identify vendor value enhancement opportunities, train merchants for supplier negotiation, partner with the merchandising and other cross-functional teams to ensure alignment. (role will be based in San Bruno, CA)  "
