"","V1","V2","V3","V4","V5"
"wintel",-13.3761547884598,-317.078922031881,-40.6704729688467,-45.9322858720005,-33.3562035682087
"xiv",-13.3761547879702,-319.878689480614,-42.9379384776945,-46.9029936736566,-33.8044281040656
"zoning",-13.3761547874038,-320.632833494223,-42.904216283218,-50.0115251962697,-34.867534333559
"ccent",-12.6830076065451,-326.864285277321,-76.8356833431353,-68.605377080933,-42.7446653542549
"supplying",-13.855870494581,-205.245228006376,-76.4088043898141,-45.4237750754407,-12.6135575503836
"datashow",-12.684416932662,-325.706252411963,-294.775476560723,-253.587199972552,-18.8085958921714
"departmentbe",-12.6846590191126,-325.674318961538,-294.574298067601,-255.155526922865,-18.6501975402113
"needmanage",-12.6867663731107,-325.142716241595,-294.332314483349,-255.011638522496,-17.8287909028593
"resultsexhibit",-12.6850960479769,-325.509465002079,-295.507158322067,-254.204904273292,-18.4156289483514
"calendars",-12.683007606545,-341.694518584959,-79.5004912852708,-129.234624170093,-45.8853088415062
"ches",-12.683007606545,-343.512827849813,-78.9934293907825,-129.7101520873,-45.4900247683557
"greensboro",-12.2775424984368,-343.702780260672,-79.0688780595848,-130.648731586774,-44.3876987042393
"moderating",-13.376154787105,-342.834755844966,-79.6978030984884,-129.535369383442,-44.6964596944529
"participant",-12.683007606545,-342.972198838616,-80.1403196394864,-130.838960045817,-44.3233929148394
"webinars",-12.3559916277963,-325.146548793375,-72.3815764993635,-63.2689727111162,-12.7323503710418
"clinicals",-12.683007606545,-332.129227554435,-45.8413356652404,-125.882511650782,-162.955592874246
"mirimar",-13.376154787105,-334.954574479341,-46.1443739966782,-125.666055541556,-164.069687307126
"sat",-13.376154787105,-330.879573398773,-45.0459654638448,-124.685581502029,-162.657647867465
"administers",-10.7370974574897,-351.015683487138,-45.8260701897731,-359.734737567858,-314.826740009915
"assumes",-10.6681045860027,-351.427050311847,-48.1653342031644,-352.558008413322,-100.37715757041
"caseload",-10.7370974574897,-349.431218026882,-46.4986805589037,-361.718393414366,-312.992482308787
"checklist",-10.7370974574897,-350.711326323385,-46.5757234188243,-359.682813662033,-313.371490913116
"counsels",-10.7370974574897,-352.432031564312,-46.4025999083599,-360.119408999158,-312.648814897861
"illness",-10.7370974574897,-349.855279354431,-45.7047852051058,-359.691974147956,-313.854755964472
"obtains",-10.6681045860027,-339.412555787058,-50.4912006093399,-358.979725482648,-109.494968408148
"sixty",-10.7370974574897,-350.769791263723,-46.2101918113988,-360.340021116518,-313.105807549386
"treatments",-10.7370974574897,-349.247866692096,-43.598969434554,-357.75182472228,-309.412954694514
"branches",-12.6830076065523,-335.729803158048,-36.9587374020735,-345.551816485084,-130.861779831017
"naples",-11.766716874671,-337.499922259817,-39.8513405509688,-347.005479984001,-134.776901056676
"rosalind",-11.9898604259856,-338.162130069082,-38.8539396246863,-346.74183156884,-132.962653993059
"santrax",-12.6830076065479,-336.521769356337,-37.8671483867895,-346.604997187162,-131.838368359551
"sarasota",-12.6830076065452,-338.889301889834,-40.3936368232817,-348.649404592916,-133.532719745371
"seniorbridge",-11.2967132454251,-346.543220421196,-46.7749377985469,-357.428463940543,-91.1131558108313
"outreaches",-12.6830076097574,-109.913149676667,-69.0293625240477,-50.9941746597551,-31.7994952082261
"pqa",-12.6830076197007,-110.311274860596,-69.1186882461722,-50.1508464467715,-30.3896623521418
"actuaries",-12.6830076072107,-332.015557205003,-317.599368995302,-332.163316942519,-33.3734362700082
"biosimilar",-13.3761547874676,-333.729125294039,-319.678809822161,-332.754575915059,-34.6741149400045
"dispense",-12.2775424984368,-337.497713548167,-58.2123617536091,-336.270450945596,-45.6740002750303
"gdr",-13.3761547876124,-333.806528175894,-318.208212912849,-332.053966842806,-34.33801128618
"pbms",-12.6830076070193,-332.627646350025,-317.912318347407,-333.634858636662,-33.7124261383935
"pharmacoeconomics",-12.6830076073769,-332.70558414692,-322.723087914067,-332.103035145949,-33.150537249478
"pharmacotherapy",-12.6830076067288,-334.177813220994,-319.96259668584,-332.58387939194,-34.660562038946
"residency",-11.9898604259851,-337.94300822258,-46.969124188515,-337.639276629019,-45.4534055944768
"therapeutics",-13.3761547879206,-333.20909109076,-318.286796667173,-333.006580969661,-33.8634280909513
"collectability",-13.3761547871049,-334.003332182034,-323.142688199969,-224.939522762523,-48.1951730635227
"owed",-13.376154787105,-332.297959940008,-319.865896406484,-222.863737572824,-44.5812507680303
"penalty",-12.683007606545,-334.300728059235,-322.452546721512,-224.846153352682,-47.1261339958752
"recoveries",-12.683007606545,-328.904921647718,-283.994187700185,-229.361870793671,-44.9631423734762
"unpaid",-12.683007606545,-332.571043364148,-322.266350294638,-223.882398244263,-47.3351039776927
"loadrunner",-12.6830076065528,-57.2287504970459,-308.310793601159,-200.696087775363,-37.8178782889733
"pharmacylocation",-13.3761547871101,-58.3042238602961,-309.283565482758,-199.707942708262,-38.9371493477702
"qtp",-12.6830076065451,-58.7958802452493,-310.671084021577,-198.672581608805,-42.6885049444172
"springdale",-11.5843953178769,-77.8212914270889,-72.1634942421195,-198.906497291569,-55.2675529309689
"tenure",-12.6830076065461,-59.7382172537832,-308.963835104305,-198.812616364551,-39.8049450079426
"dst",-13.3761547871052,-327.086074775801,-312.780635661833,-100.2487312828,-41.8618861392238
"hps",-12.2775424984369,-326.40115263125,-313.37603187156,-94.3184164645934,-42.3094226820212
"sufficiently",-12.683007606545,-325.859955640908,-317.771325036528,-333.485223655911,-57.8158991352524
"begins",-13.3761547871049,-345.247322886285,-52.8525858528051,-340.225453956424,-60.5512277926549
"buckeye",-12.683007606545,-345.243571985766,-51.8989758930231,-337.975383568484,-60.6658386216026
"distance",-13.3761547871049,-343.141526306998,-50.6268923426326,-339.390491628619,-58.2663161933347
"dosage",-12.683007606545,-342.848722972823,-50.6203475302481,-336.886043595209,-58.911978838975
"march",-13.3761547871049,-344.700105478,-53.1754177636737,-338.617679038369,-61.2460292735993
"prizes",-13.3761547871049,-344.358332570973,-54.2670081971549,-339.176616107033,-59.9383471189304
"volunteering",-13.3761547871049,-343.994311287075,-52.7573042792819,-339.307116540999,-62.4898669566793
"acls",-11.0735696941109,-343.631425837919,-309.910249992157,-355.058344433755,-335.142056947165
"bed",-11.0735696941109,-346.104906491186,-310.707310660288,-356.298801963041,-336.370772799414
"commits",-11.0735696941109,-346.238955366202,-312.579896582741,-358.013442614028,-335.521106124951
"conducive",-11.0735696941109,-346.047696481679,-314.585769283831,-358.068663059593,-336.951451037619
"experienceexcellent",-11.7667168746709,-346.860034007612,-312.931171820274,-358.88951860058,-338.97902579787
"gastonia",-12.683007606545,-347.536099911897,-314.844057828826,-359.609113563457,-340.512218468843
"harmonious",-11.0735696941109,-345.099918068867,-312.286863110743,-355.294325179666,-338.093809090045
"pipc",-10.8112054296434,-345.110887197261,-314.66659650664,-355.134196053504,-337.079078726029
"selfless",-11.0735696941109,-343.860493963956,-310.431474926962,-354.589735640075,-335.536137771704
"float",-12.683007606545,-347.38105655535,-312.43422804308,-357.470272442841,-337.548759787514
"grand",-11.5843953178769,-346.733011566237,-312.803821033578,-356.557805288306,-337.831941247298
"wyandotte",-13.3761547871049,-347.841972193167,-311.804154117788,-360.300396540088,-337.636510101106
"brutally",-44.1209944856734,-330.161840209667,-307.587157310102,-12.853653900001,-16.076459012883
"factorization",-44.2997825589525,-328.964014361267,-307.081905085126,-13.0639367626286,-13.8174096976364
"guts",-48.6964588933097,-331.226167553338,-308.741028741151,-12.8455769017452,-16.533183883798
"honest",-45.7349974752772,-330.185583769023,-307.71133682039,-12.8626669405619,-15.7359556175932
"repertoire",-45.1060647225191,-329.485846463986,-306.813945472212,-12.4951761489357,-14.5476254521374
"shoulder",-36.1557476211142,-264.10591068183,-152.458364226043,-17.5096529542833,-11.1477397959761
"dayton",-12.683007606545,-359.930539377372,-51.9658850882606,-366.075970746212,-324.115334709879
"allocating",-13.376155069262,-323.801956032017,-311.165756306589,-91.8683387278322,-28.0171970167588
"andfinance",-13.3761548873915,-324.592578180354,-310.630970640682,-91.4912275938587,-29.0516290693812
"assignmentcapsule",-13.3761548674092,-323.696065236039,-309.628261541331,-96.1370579691786,-29.2738384179614
"fundamentally",-15.1589238943438,-105.68202408262,-67.0264385386203,-47.8257904361664,-12.3310803966151
"attributions",-11.9898604259851,-343.511807037869,-65.0688745972455,-334.401220565046,-54.0937803864798
"credentialing",-10.4857830292088,-344.020110264881,-64.6561976332717,-335.803011398341,-55.2591907889933
"dcav",-11.9898604259851,-346.176218706312,-68.3037306758913,-338.762270794498,-57.2080795812545
"delegated",-10.7370974574897,-346.658932130944,-81.1955395789156,-350.198843764101,-47.2631294843565
"deletes",-11.9898604259851,-347.480313181693,-67.2557756166505,-337.987785297944,-59.5010539183439
"escalators",-11.9898604259851,-345.36968983424,-67.9229998141629,-336.72380276657,-56.6549228106774
"knoxville",-12.683007606545,-345.095837092333,-64.6344119339646,-348.92244295927,-57.9378449702745
"operationalized",-12.0248718534533,-328.437164213137,-55.2204455461988,-61.1897598393469,-12.1767006551559
"operationalizing",-12.0563656009889,-322.223142332906,-60.1803403914227,-42.3556447003133,-12.1221954703315
"ppg",-11.9898604259851,-343.911840611427,-65.3672042256825,-335.73472858172,-57.2455335019651
"unresponsive",-11.9898604259851,-343.590505352174,-63.3415010319682,-333.822762491109,-53.0722724646343
"apex",-12.683007606545,-349.109978818094,-77.9070901511748,-336.361444298603,-56.6553569535547
"ccp",-11.5843953178769,-339.355360408451,-88.788972146321,-92.6958556739134,-48.219887399337
"dated",-11.7667168746709,-347.64356190761,-70.2510932935551,-340.493407764377,-58.6406391147991
"extender",-12.2775424984368,-348.582934916366,-77.0706750190383,-336.854688763253,-58.0195168937652
"hsd",-12.683007606545,-348.806872454601,-79.753570280626,-337.042988905748,-57.9550681791845
"mtv",-12.683007606545,-350.105948344181,-76.7492534574452,-337.289188369302,-56.6103038375708
"proofing",-12.683007606545,-348.781685020967,-78.9357190438781,-338.962851227286,-56.9952417627093
"rosters",-12.683007606545,-349.15087428437,-77.6762850262284,-337.18336724724,-57.3401672642755
"tin",-11.5843953178769,-349.65754666508,-77.130515655018,-341.535210650225,-57.6176225527085
"allen",-13.376154787105,-346.062371873646,-318.766187910356,-352.939766757937,-45.2746456648558
"cohesion",-13.376154787105,-345.970235122772,-320.039344672389,-353.456207553998,-45.6354282793894
"glen",-13.376154787105,-346.439969583256,-318.832634928096,-354.549120947198,-46.0827547876864
"profitable",-11.1789304595395,-327.590264838046,-95.6910643213821,-57.1513198962849,-25.9418925948311
"prospecting",-11.2967132454251,-343.853613622142,-94.0681780163797,-350.779860320706,-44.5230372137388
"grouping",-11.5843953178769,-343.891024785124,-91.6714557719309,-351.33012482516,-47.3409659603286
"idses",-12.2775424984368,-347.847691394306,-92.8536681918715,-353.448489067916,-48.7269914128759
"pcps",-11.5843953178769,-345.78343439707,-91.5159918096011,-353.376022039977,-47.3936690863834
"pex",-12.2775424984368,-345.898873874327,-92.3825660560457,-352.790054099617,-49.080558106367
"barre",-13.376154787105,-347.420269141743,-70.7383641815283,-353.589246945375,-46.6805291938863
"wilkes",-13.376154787105,-347.328250048939,-74.1370860905406,-353.130371356085,-46.3577818149602
"pno",-13.3761547871049,-331.691444047066,-296.64185658336,-335.468830366902,-48.6960913248906
"ppi",-11.9898604259851,-328.926657395425,-295.040195690054,-333.737421435079,-47.5427415010809
"ahfi",-12.683007606545,-349.915501145853,-96.2464329024309,-357.740509209334,-64.4594426064606
"allegation",-11.9898604259851,-345.519378223157,-98.0183445924642,-359.175600216642,-65.0624990948875
"crimes",-12.6812266242978,-326.556982850474,-66.3148087543192,-59.2652214301869,-12.2450318516262
"disprove",-11.9898604259851,-348.715749880509,-94.6568019239658,-357.519399124193,-63.3189789197723
"fbi",-12.683007606545,-348.901010625035,-97.4056170407977,-359.64978363094,-68.4562948007629
"handled",-12.683007606545,-345.965430314555,-96.0954842775207,-358.120946867268,-65.7310208768311
"kickback",-12.683007606545,-348.018627184825,-97.3346233996729,-358.361829343093,-66.0887828915623
"mfcu",-12.683007606545,-348.541625301134,-99.4656744392541,-359.996766002114,-67.4359852940859
"oig",-12.683007606545,-347.614426109667,-96.9716672969154,-359.78238127235,-66.0973355151681
"siu",-11.1789302097687,-344.775912706579,-95.5525487095189,-356.626606288122,-64.0153542709584
"stark",-11.0735696941112,-345.301334724847,-38.4331114473674,-145.058435224139,-92.2040597441765
"statutes",-12.683007606545,-348.590170721548,-97.5068209105462,-359.264530475586,-67.2198729510943
"witnesses",-12.683007606545,-348.679863052796,-97.3049548687874,-358.487552329632,-69.4253955312858
"analyticsexperience",-12.6830076066687,-336.883893436752,-295.014444839866,-252.914558866743,-35.0561734752637
"improvementsunderstand",-12.6830076067417,-336.445042108947,-295.356846395746,-250.357069769052,-34.5926270910041
"reportingdemonstrated",-12.6830076067319,-336.192903734316,-293.797893379087,-250.240087386853,-34.6435322573167
"roleexperience",-12.6830076065981,-336.801473431318,-295.452084098769,-252.809467611459,-35.9023599586682
"underwriting",-12.6830076065474,-328.106923837147,-280.263464994938,-251.030905790837,-39.0151940166041
"areaassignment",-13.3761547871049,-348.15340791654,-48.8696038017694,-361.282060534326,-73.3457192652236
"midland",-11.9898604259851,-347.734716150782,-48.0881455903948,-364.784070738712,-70.4173271904168
"odessa",-11.9898604259851,-346.448169292381,-46.7728012236962,-361.408251508511,-68.5903401439021
"sam",-14.5351219761354,-85.2958245041836,-49.9183332634093,-45.9823344634026,-9.03066784751128
"workgroup",-12.2775424984368,-347.278063292716,-47.5444268722019,-360.310711295327,-71.1084956312772
"brandon",-12.683007606545,-348.813998916299,-47.2558953959277,-359.471219960469,-321.447639605182
"riverview",-12.683007606545,-352.099086520745,-46.7357636602754,-359.331562714114,-321.043632867763
"acha",-12.683007606545,-352.36944623538,-130.248749473098,-366.757166844594,-70.0108877061537
"admission",-11.9898604259851,-346.445496237386,-43.3023891191723,-360.272342936946,-75.9921407108473
"collaborator",-12.2518843485797,-82.1398587944918,-64.2065892385118,-71.3508665415006,-11.5697856129959
"converse",-12.6412063890793,-331.743883886267,-69.4863555691379,-45.7114571799554,-13.0256353286066
"discharged",-12.683007606545,-352.307842135732,-127.429579433397,-365.536114437671,-67.1595761600909
"exacerbation",-12.683007606545,-353.537898378135,-129.477575665459,-367.061452601648,-68.0502480648703
"hhrg",-12.683007606545,-352.818633949514,-128.177627673472,-367.164530517312,-68.4023748593768
"hospitalization",-12.683007606545,-353.483528070579,-129.423151586381,-367.351352260199,-68.3180839753756
"mailed",-12.683007606545,-352.786014362346,-129.888091823742,-368.044892961928,-69.9792375828866
"medication",-12.683007606545,-351.429273958047,-128.89824439642,-365.390541796345,-67.8823224270673
"orients",-12.683007606545,-355.837586577696,-128.542225677989,-368.203387814328,-68.9161792268546
"osha",-12.683007606545,-355.05368075826,-130.190111567202,-367.418306073917,-69.8173217885867
"signs",-12.683007606545,-353.360109069143,-127.508633966664,-366.398950364431,-67.4716092728537
"staffed",-12.683007606545,-352.137057982575,-127.626834229331,-366.115240408718,-68.4297909873348
"symptoms",-12.683007606545,-353.474401308143,-127.158395967051,-365.398032884951,-68.8165128157302
"therapies",-13.3761547871049,-355.062611634608,-129.213746719929,-367.400967431795,-69.1750500211027
"transmitted",-12.683007606545,-353.312131300787,-126.98157826688,-365.586063388651,-66.948635770698
"descriptions",-11.9898604259851,-346.084907698297,-60.5495098707523,-353.127627317077,-214.192902847755
"interval",-13.3761547871049,-347.264695632627,-282.874775797568,-354.938941667348,-212.915974667655
"principally",-13.3761547871049,-347.7363115098,-281.289587562491,-354.684122711251,-211.995135206772
"sqr",-11.9898604259851,-343.755772221206,-59.4527807213365,-351.303305262291,-212.843603577926
"canton",-11.9898604262259,-345.938296721189,-32.7631334444491,-142.933558069022,-308.584577107908
"capitalize",-11.1864931467809,-307.411410289759,-32.9958444926128,-67.2307216947686,-11.8154310217893
"compliment",-11.9898604279406,-342.996138153418,-30.6688518450783,-141.70370194217,-307.794611066828
"cuyahoga",-11.9898604261719,-345.088917343073,-33.0169188105799,-142.481463675593,-309.20227345313
"motivational",-11.2967132454471,-345.395402120321,-34.4654483578572,-141.85137920305,-309.179092888354
"psycho",-11.9898604260081,-345.815929359934,-35.1120348980617,-142.30164460043,-309.409382995513
"psychological",-11.2967132473603,-345.532961451461,-29.9862005181585,-139.625839146341,-306.621284738905
"radius",-11.2967132455582,-345.486820029553,-32.6632353173098,-141.010327970243,-308.085824463535
"reconfigures",-11.2967132454283,-345.977479218229,-36.4043317630746,-141.91786558141,-311.358124816605
"residence",-10.0803190913392,-309.179569765249,-22.577166013595,-49.1428062843464,-24.9536139942678
"telephonic",-11.2967132457176,-345.213301881084,-31.8755811926591,-142.717879789514,-307.722621840552
"zip",-11.2967132455567,-345.200683585746,-32.674590881778,-141.697039218922,-309.064358368717
"richardson",-12.2775424984368,-350.036812530577,-44.6502879162441,-359.262544805363,-338.431389720444
"rowlett",-12.683007606545,-346.412285787383,-44.8407296730095,-357.812587104038,-335.578601888871
"rockwall",-12.683007606545,-350.236562389404,-47.5331533570397,-361.091310092749,-338.974800789112
"wylie",-12.683007606545,-349.674113743213,-47.5305139982819,-360.726193546564,-339.829468248473
"broward",-12.683007606545,-345.477924412369,-50.8404617986818,-351.746666856818,-285.382193411442
"dade",-12.683007606545,-345.335621253055,-48.7309275435259,-352.718546359261,-286.228304611472
"scenery",-13.3761547871049,-345.170048074866,-51.0825161271394,-354.403140314943,-285.165039914631
"alongs",-13.3761547871049,-344.840781230583,-327.13317522412,-340.399460194421,-52.700056136191
"cec",-12.683007606545,-345.261562824695,-328.091332014328,-340.535275062005,-55.1441315800958
"longs",-12.683007606545,-343.005557767179,-327.576987251322,-340.627668193077,-51.9987761731442
"noted",-12.2775424984368,-320.604659770955,-317.193285715015,-334.073378052749,-48.6860852188161
"nso",-12.683007606545,-345.039879364969,-326.300106767597,-341.225899849311,-52.9535686933219
"pods",-12.2775424984368,-342.651672875084,-326.416864437873,-340.172256552012,-54.1554531204068
"quote",-12.683007606545,-343.362511615474,-324.899447311305,-341.061464924955,-52.3386586310649
"deerfield",-13.3761547871049,-329.442207851807,-55.0614910376751,-126.255482789108,-156.191921166016
"boxes",-12.683007606545,-330.751221574717,-311.377953871905,-275.76921886338,-45.5547330416532
"forum",-13.376154787105,-329.590290897099,-311.469644265567,-275.959111892074,-43.7756651444269
"reproduction",-12.683007606545,-333.002809863049,-310.866985284908,-275.461376457112,-43.599511823543
"requestee",-12.6830076065451,-329.157455674358,-309.516137760834,-275.530021737705,-42.8583418185146
"stamp",-12.683007606545,-330.502939479751,-312.121838105579,-276.951108597836,-45.1505814211367
"tqmc",-12.683007606545,-329.722008697538,-313.169640998598,-277.763201743556,-44.9863157183723
"voucher",-12.683007606545,-329.779723646138,-311.28288225023,-276.066538281988,-44.2576297341719
"alive",-13.7630131250927,-147.133986489507,-73.9049581455849,-17.1278696353909,-12.6789895326437
"attained",-12.683007607222,-150.048894079469,-104.889963822554,-65.8918423324952,-33.3565848251482
"correlated",-12.6830076073625,-150.094725767928,-109.112433786826,-63.4279331374989,-33.1680651562681
"intentional",-12.5611298368804,-149.755924199784,-78.7931492344624,-56.2845149714669,-13.2364627194975
"propagate",-12.6830076073104,-149.118517095645,-107.452440869099,-63.4141059516561,-33.2339046584474
"standardizing",-12.6830076070978,-150.311895354021,-105.956976407675,-64.6997565227458,-33.5593671366038
"convenience",-13.3761547872671,-327.88954616154,-51.4366253812035,-76.3599179266534,-35.479131005235
"srss",-12.6830076065541,-329.493111863112,-53.9893059802463,-76.0806840445487,-37.6652156605438
"tentatively",-13.3761547871705,-328.393725021749,-54.1971473306099,-75.7511441036432,-36.384599238593
"aliases",-19.335652259324,-347.795983160226,-327.461251229998,-323.915585992878,-12.2445391297559
"differentiation",-25.9744759236662,-324.682653361291,-99.1133532666433,-150.50612576852,-12.2432493806632
"ocm",-19.1015553170537,-346.806042530671,-328.730699524905,-324.813022952482,-12.2448800466212
"alleviate",-12.6830076065774,-334.715638072411,-320.334755377141,-344.366545476331,-36.3948836340077
"bids",-12.6830076065513,-334.357329177389,-319.585923014551,-341.838547268675,-38.0361939116447
"energizes",-12.6830076066576,-332.458336223603,-317.758195064593,-340.220770741939,-35.1506076569329
"competitiveness",-13.3761547871051,-323.301373271085,-275.86817142858,-326.567483086999,-42.6402230380032
"disadvantages",-13.3761547871051,-323.125178966643,-275.40140973839,-327.944154797524,-42.8318849563922
"settlements",-13.376154787105,-323.663210414796,-274.925996396134,-326.995211227819,-43.1802783264696
"auths",-13.3761547871049,-329.476269874704,-76.6818816637873,-350.857670268172,-64.808646211934
"caseloads",-13.3761547871049,-328.271760616666,-77.9240300759634,-347.246853889866,-64.1507953301868
"dha",-13.3761547871049,-331.74084818479,-78.723417171694,-348.917615874453,-64.0919252363179
"exceeded",-13.3761547871049,-331.591578852663,-78.6817408010008,-349.242360077545,-64.3667850736296
"infusion",-11.9898604259851,-327.573845505686,-77.0660914315133,-345.795571601862,-61.7459440027187
"pdc",-13.3761547871049,-333.901142165899,-79.7958836645722,-351.509414117669,-64.498490842866
"realigning",-13.3761547871049,-329.171687847907,-78.6528072481111,-348.684703942742,-65.8907162124453
"attn",-33.0828843275148,-56.2535885162698,-307.862394921969,-32.4369748673177,-12.9363948812626
"backlogs",-31.8475091631336,-56.398072794481,-306.30679279386,-31.9719528722201,-12.2432477014441
"msxml",-33.1715001255566,-56.7512049101723,-306.570901217058,-32.0603102519138,-12.243247697544
"problematic",-33.903848628365,-56.35222903623,-307.088901732266,-32.2343731639698,-12.2432476961751
"uddi",-34.058834256639,-55.9268081114207,-307.359093251027,-31.430039662179,-12.2432477007148
"apic",-13.3803505192285,-273.787358537186,-279.692093685867,-23.2986556292546,-18.4258691503959
"apm",-12.6874900168915,-272.889252366425,-279.205999295246,-25.6981484063948,-17.6536602331057
"jython",-13.3968189729495,-274.095744626398,-279.470144880441,-23.2680803162242,-16.8289363967512
"recycle",-13.3769821350398,-274.635242086026,-281.093350531549,-25.4508137749821,-20.0421269082822
"suselinux",-13.3839191365145,-274.797115635542,-281.553074680867,-25.0638766651869,-17.7997476663864
"zlinux",-13.3840323364595,-275.641272308561,-281.052809115021,-25.0259269881735,-17.7853600345208
"dal",-31.6505577218294,-48.7947195006522,-321.003091259512,-54.3402599390941,-12.2432476976088
"dao",-32.5626549627105,-48.5883149540627,-318.24021890795,-54.5540913269001,-12.243247694146
"dvs",-32.0749981620937,-49.2452428743012,-318.097214930259,-54.2180752220331,-12.2432476956071
"rso",-33.4037100664795,-49.1148105024849,-319.465891465218,-56.4792919968591,-12.2432476928238
"rts",-31.1710065721356,-48.0975464583331,-317.945928795826,-53.4553902746363,-12.2432477011702
"xom",-31.9452325337483,-50.4662408019473,-318.595655963125,-54.3373256041244,-12.2432476961316
"cbap",-12.683007608956,-331.878035414377,-318.856140997843,-69.3203906719252,-32.0864840948303
"certificationadditional",-13.3761548159292,-329.982255897895,-318.774411452641,-69.7379533049601,-30.2984420776406
"assertively",-13.3761552130978,-321.9444852702,-68.5471014773115,-103.977189322789,-27.6052383752801
"cics",-12.6830076859999,-321.795133428206,-68.0793623894023,-103.297817146314,-28.5913244649944
"cobol",-12.6830078872407,-321.830800068687,-68.3883291902366,-105.6565932141,-27.3292424234716
"ideologies",-12.2775467090103,-319.061553095831,-65.3531739928632,-100.607201658793,-24.2156964053174
"accumulate",-16.4880967786663,-248.681495643434,-307.427327075071,-103.143668609322,-12.2657563336764
"pdh",-15.8664408335277,-251.589782851136,-307.968023310393,-106.197571083925,-13.0229186452153
"cna",-12.6830076070406,-343.118600117603,-32.7345897082823,-352.448643550554,-124.666885531789
"distractions",-12.6830076065941,-343.295779720075,-35.0467803792155,-352.849110728432,-124.892901408141
"etiquette",-12.2775424984922,-344.187368853555,-34.5206197817734,-352.257540598298,-124.479899785403
"obia",-12.683007606545,-340.959834916969,-328.831892611794,-357.474361312557,-46.5928370318576
"askstaff",-63.7359996985681,-101.50284638953,-86.1078952433638,-30.2088350072748,-7.13730221809271
"harnessing",-75.0936014975452,-331.087152835253,-74.752089394707,-29.9841844579655,-11.8377826074111
"infopath",-72.5111572746016,-334.056527225908,-83.7038952518478,-48.3263008456778,-11.5501005112613
"ordinances",-60.7525384847734,-101.605561609412,-86.91324233781,-29.6391954859965,-7.07276369706823
"powerapps",-71.1601608949453,-331.853723391132,-80.7121048797231,-45.9804049280684,-9.56909904239467
"cortana",-106.027958374483,-117.303153129059,-99.1808528453941,-51.4260577506697,-9.7583410420332
"evangelism",-54.2900271324413,-299.245526104023,-79.9947497403205,-66.23378121135,-10.9904847233258
"propositions",-34.3733830192594,-74.1020996730698,-84.1943133488092,-61.0548298745941,-10.3714455149781
"rfis",-63.295645643145,-340.672546845538,-73.1422249268139,-70.6365625667263,-12.9363948723811
"sellers",-80.634549518873,-159.12924030223,-116.310667716198,-75.5814603580875,-8.67371499533983
"abnormality",-334.56048953484,-146.913406122573,-296.162283757754,-40.1619993601725,-11.5501005112619
"burden",-86.1716390696362,-332.059330410791,-75.5264179417099,-41.5177982320282,-11.5501005112614
"detections",-288.418800577734,-96.8664851629259,-102.054254080225,-38.1278277577598,-10.5384995995847
"harder",-336.700210806044,-149.750288375278,-295.614894746322,-40.6965747240977,-11.5501005112616
"malicious",-108.779186569881,-214.817349479076,-91.2167726017648,-33.5680230191931,-10.3714455150715
"masquerading",-336.772053398464,-149.23955132254,-297.359265117187,-40.5907249733102,-11.5501005112617
"multiplier",-326.374575354683,-317.862907252722,-292.304058010093,-32.4660768620881,-11.8377825856938
"originates",-334.472620516163,-147.941049794529,-296.429525861436,-40.8749053285244,-11.5501005112616
"privileged",-333.958064151464,-147.15123619266,-295.486910468863,-39.2787551102828,-11.5501005112629
"screenings",-60.625280876469,-100.178505286464,-70.919725056689,-29.3318590531714,-8.64593543310263
"suspicious",-97.7437371383744,-334.818107473735,-198.265496923355,-40.6981266615308,-11.8377825837136
"thieves",-334.626238971338,-148.276980408258,-300.159037520441,-40.6346998838872,-11.5501005112617
"unseen",-334.557290715455,-334.092051460024,-298.509431162111,-43.5330113238299,-12.2432476918212
"desirablemicrosoft",-335.909618190821,-335.174330014631,-296.445941371343,-43.6373964445805,-12.9363948723812
"quantifiable",-81.9932916302048,-142.823118917387,-296.913582061945,-42.1950382933286,-11.1446354031531
"aspire",-78.5734638441274,-120.959375942962,-104.799106054317,-22.9738156517441,-10.7391790480598
"bing",-59.1496728451473,-87.9710866475946,-76.8297737291451,-21.8426246184408,-8.45906083241251
"emerged",-283.017289776366,-100.578893970708,-300.198530196393,-13.3759999848462,-11.8927965484609
"slate",-283.205087151585,-101.097618796242,-300.953725045615,-12.9846044315574,-12.1107093673041
"trustworthy",-236.746293469394,-113.608440595171,-291.290274117296,-26.8741178808842,-10.8569535299652
"incubate",-32.8306605745846,-129.164727556418,-72.2321946492641,-29.6419906152513,-11.3269569806789
"mps",-292.316806064597,-324.621882442183,-298.531789528418,-13.3382844858237,-13.1660497492674
"azureml",-53.9456828943657,-110.287564477216,-92.2585358034351,-32.1768823536018,-10.9904847244594
"degreepreferred",-50.9653540828295,-150.040142521856,-104.941680095081,-34.6020551194437,-11.5501005114367
"insightsbasic",-48.5564931966983,-139.153537252334,-319.14168258014,-56.3962877492182,-12.9363948723811
"opsbi",-45.0229387778263,-131.981106656466,-316.889176319753,-53.2338342041297,-12.9363948723812
"organizationsmicrosoft",-47.4151129942927,-134.519187232225,-319.878528690051,-57.1977655573424,-12.9363948723811
"pms",-69.9655003158292,-155.694922522724,-83.7417672886516,-37.1551053087463,-10.4514882225977
"practicesdeliverables",-47.6552495052699,-135.429441850706,-319.790396601376,-55.6938744937511,-12.9363948723811
